id,customer_id,ordered_time,served_time,completed_time,amount_paid,rcoins_used,status
503,783,'2021-06-14 18:49:00','2021-06-14 19:03:00','2021-06-14 19:56:00',710,266,'order-completed'
504,916,'2021-06-14 20:09:00','2021-06-14 20:21:00','2021-06-14 21:16:00',117,842,'order-completed'
505,578,'2021-06-14 20:26:00','2021-06-14 20:39:00','2021-06-14 21:24:00',1265,210,'order-completed'
506,17,'2021-06-14 20:46:00','2021-06-14 20:58:00','2021-06-14 21:47:00',586,475,'order-completed'
507,395,'2021-06-14 22:06:00','2021-06-14 22:18:00','2021-06-14 23:09:00',415,355,'order-completed'
508,682,'2021-06-14 22:22:00','2021-06-14 22:35:00','2021-06-14 23:20:00',81,683,'order-completed'
509,903,'2021-06-14 22:41:00','2021-06-14 22:52:00','2021-06-14 23:50:00',884,232,'order-completed'
510,778,'2021-06-15 00:01:00','2021-06-15 00:11:00','2021-06-15 01:06:00',785,602,'order-completed'
511,474,'2021-06-15 00:18:00','2021-06-15 00:29:00','2021-06-15 01:22:00',34,1555,'order-completed'
512,136,'2021-06-15 00:37:00','2021-06-15 00:49:00','2021-06-15 01:46:00',467,212,'order-completed'
513,608,'2021-06-15 01:57:00','2021-06-15 02:12:00','2021-06-15 03:01:00',921,19,'order-completed'
514,474,'2021-06-15 02:15:00','2021-06-15 02:28:00','2021-06-15 03:15:00',1056,762,'order-completed'
515,868,'2021-06-15 02:35:00','2021-06-15 02:50:00','2021-06-15 03:48:00',387,424,'order-completed'
516,135,'2021-06-15 03:55:00','2021-06-15 04:06:00','2021-06-15 05:00:00',144,1288,'order-completed'
517,683,'2021-06-15 04:13:00','2021-06-15 04:27:00','2021-06-15 05:22:00',563,349,'order-completed'
518,923,'2021-06-15 04:31:00','2021-06-15 04:42:00','2021-06-15 05:37:00',297,867,'order-completed'
519,542,'2021-06-15 05:51:00','2021-06-15 06:01:00','2021-06-15 06:56:00',47,1947,'order-completed'
520,682,'2021-06-15 06:10:00','2021-06-15 06:21:00','2021-06-15 07:21:00',685,537,'order-completed'
521,161,'2021-06-15 06:27:00','2021-06-15 06:41:00','2021-06-15 07:36:00',642,0,'order-completed'
522,784,'2021-06-15 07:47:00','2021-06-15 07:58:00','2021-06-15 08:50:00',903,61,'order-completed'
523,8,'2021-06-15 08:04:00','2021-06-15 08:15:00','2021-06-15 09:13:00',732,1184,'order-completed'
524,399,'2021-06-15 08:23:00','2021-06-15 08:37:00','2021-06-15 09:34:00',158,367,'order-completed'
525,647,'2021-06-15 09:43:00','2021-06-15 09:53:00','2021-06-15 10:51:00',585,499,'order-completed'
526,268,'2021-06-15 10:02:00','2021-06-15 10:16:00','2021-06-15 11:04:00',256,64,'order-completed'
527,370,'2021-06-15 10:20:00','2021-06-15 10:30:00','2021-06-15 11:24:00',487,886,'order-completed'
528,831,'2021-06-15 11:40:00','2021-06-15 11:52:00','2021-06-15 12:44:00',80,843,'order-completed'
529,68,'2021-06-15 11:59:00','2021-06-15 12:12:00','2021-06-15 13:00:00',339,411,'order-completed'
530,390,'2021-06-15 12:14:00','2021-06-15 12:24:00','2021-06-15 13:12:00',540,111,'order-completed'
531,260,'2021-06-15 13:34:00','2021-06-15 13:44:00','2021-06-15 14:34:00',152,628,'order-completed'
532,949,'2021-06-15 13:52:00','2021-06-15 14:04:00','2021-06-15 14:56:00',981,463,'order-completed'
533,787,'2021-06-15 14:10:00','2021-06-15 14:23:00','2021-06-15 15:23:00',1323,22,'order-completed'
534,926,'2021-06-15 15:30:00','2021-06-15 15:45:00','2021-06-15 16:32:00',275,817,'order-completed'
535,768,'2021-06-15 15:45:00','2021-06-15 15:59:00','2021-06-15 16:47:00',243,930,'order-completed'
536,402,'2021-06-15 16:00:00','2021-06-15 16:14:00','2021-06-15 17:07:00',487,512,'order-completed'
537,200,'2021-06-15 17:20:00','2021-06-15 17:32:00','2021-06-15 18:18:00',343,7,'order-completed'
538,596,'2021-06-15 17:39:00','2021-06-15 17:52:00','2021-06-15 18:45:00',851,247,'order-completed'
539,235,'2021-06-15 17:54:00','2021-06-15 18:06:00','2021-06-15 18:55:00',155,561,'order-completed'
540,346,'2021-06-15 19:14:00','2021-06-15 19:27:00','2021-06-15 20:23:00',296,243,'order-completed'
541,887,'2021-06-15 19:34:00','2021-06-15 19:44:00','2021-06-15 20:38:00',901,737,'order-completed'
542,17,'2021-06-15 19:54:00','2021-06-15 20:07:00','2021-06-15 21:02:00',25,1789,'order-completed'
543,706,'2021-06-15 21:14:00','2021-06-15 21:29:00','2021-06-15 22:26:00',328,69,'order-completed'
544,376,'2021-06-15 21:30:00','2021-06-15 21:43:00','2021-06-15 22:39:00',168,574,'order-completed'
545,89,'2021-06-15 21:49:00','2021-06-15 21:59:00','2021-06-15 22:46:00',370,215,'order-completed'
546,417,'2021-06-15 23:09:00','2021-06-15 23:20:00','2021-06-16 00:19:00',827,72,'order-completed'
547,602,'2021-06-15 23:24:00','2021-06-15 23:34:00','2021-06-16 00:32:00',520,63,'order-completed'
548,404,'2021-06-15 23:44:00','2021-06-15 23:58:00','2021-06-16 00:49:00',485,124,'order-completed'
549,944,'2021-06-16 01:04:00','2021-06-16 01:18:00','2021-06-16 02:07:00',287,600,'order-completed'
550,910,'2021-06-16 01:20:00','2021-06-16 01:32:00','2021-06-16 02:21:00',1053,336,'order-completed'
551,967,'2021-06-16 01:36:00','2021-06-16 01:47:00','2021-06-16 02:33:00',127,1130,'order-completed'
552,37,'2021-06-16 02:56:00','2021-06-16 03:07:00','2021-06-16 03:55:00',238,636,'order-completed'
553,788,'2021-06-16 03:16:00','2021-06-16 03:30:00','2021-06-16 04:17:00',305,370,'order-completed'
554,308,'2021-06-16 03:33:00','2021-06-16 03:48:00','2021-06-16 04:44:00',198,239,'order-completed'
555,720,'2021-06-16 04:53:00','2021-06-16 05:04:00','2021-06-16 06:02:00',166,707,'order-completed'
556,576,'2021-06-16 05:11:00','2021-06-16 05:23:00','2021-06-16 06:17:00',357,972,'order-completed'
557,499,'2021-06-16 05:27:00','2021-06-16 05:38:00','2021-06-16 06:32:00',690,63,'order-completed'
558,672,'2021-06-16 06:47:00','2021-06-16 06:59:00','2021-06-16 07:56:00',652,795,'order-completed'
559,675,'2021-06-16 07:07:00','2021-06-16 07:17:00','2021-06-16 08:08:00',598,342,'order-completed'
560,272,'2021-06-16 07:23:00','2021-06-16 07:38:00','2021-06-16 08:26:00',298,724,'order-completed'
561,640,'2021-06-16 08:43:00','2021-06-16 08:55:00','2021-06-16 09:45:00',11,498,'order-completed'
562,419,'2021-06-16 09:00:00','2021-06-16 09:15:00','2021-06-16 10:04:00',690,185,'order-completed'
563,434,'2021-06-16 09:20:00','2021-06-16 09:30:00','2021-06-16 10:16:00',898,40,'order-completed'
564,316,'2021-06-16 10:40:00','2021-06-16 10:53:00','2021-06-16 11:47:00',290,1416,'order-completed'
565,749,'2021-06-16 10:59:00','2021-06-16 11:10:00','2021-06-16 12:10:00',737,676,'order-completed'
566,509,'2021-06-16 11:16:00','2021-06-16 11:30:00','2021-06-16 12:20:00',434,520,'order-completed'
567,913,'2021-06-16 12:36:00','2021-06-16 12:51:00','2021-06-16 13:43:00',868,12,'order-completed'
568,719,'2021-06-16 12:55:00','2021-06-16 13:08:00','2021-06-16 14:03:00',281,1116,'order-completed'
569,235,'2021-06-16 13:12:00','2021-06-16 13:24:00','2021-06-16 14:24:00',253,757,'order-completed'
570,547,'2021-06-16 14:32:00','2021-06-16 14:43:00','2021-06-16 15:33:00',46,832,'order-completed'
571,358,'2021-06-16 14:52:00','2021-06-16 15:07:00','2021-06-16 15:54:00',963,755,'order-completed'
572,609,'2021-06-16 15:08:00','2021-06-16 15:22:00','2021-06-16 16:12:00',16,851,'order-completed'
573,687,'2021-06-16 16:28:00','2021-06-16 16:42:00','2021-06-16 17:31:00',992,223,'order-completed'
574,678,'2021-06-16 16:46:00','2021-06-16 16:59:00','2021-06-16 17:47:00',320,127,'order-completed'
575,210,'2021-06-16 17:06:00','2021-06-16 17:20:00','2021-06-16 18:08:00',812,318,'order-completed'
576,999,'2021-06-16 18:26:00','2021-06-16 18:37:00','2021-06-16 19:31:00',26,1293,'order-completed'
577,890,'2021-06-16 18:41:00','2021-06-16 18:51:00','2021-06-16 19:39:00',1012,358,'order-completed'
578,240,'2021-06-16 18:59:00','2021-06-16 19:14:00','2021-06-16 20:11:00',826,807,'order-completed'
579,355,'2021-06-16 20:19:00','2021-06-16 20:32:00','2021-06-16 21:18:00',494,1114,'order-completed'
580,290,'2021-06-16 20:39:00','2021-06-16 20:50:00','2021-06-16 21:41:00',1061,100,'order-completed'
581,644,'2021-06-16 20:54:00','2021-06-16 21:04:00','2021-06-16 21:56:00',987,137,'order-completed'
582,629,'2021-06-16 22:14:00','2021-06-16 22:26:00','2021-06-16 23:20:00',930,590,'order-completed'
583,485,'2021-06-16 22:31:00','2021-06-16 22:43:00','2021-06-16 23:40:00',448,706,'order-completed'
584,24,'2021-06-16 22:51:00','2021-06-16 23:02:00','2021-06-17 00:02:00',1017,696,'order-completed'
585,384,'2021-06-17 00:11:00','2021-06-17 00:24:00','2021-06-17 01:20:00',134,508,'order-completed'
586,560,'2021-06-17 00:26:00','2021-06-17 00:36:00','2021-06-17 01:33:00',751,457,'order-completed'
587,549,'2021-06-17 00:44:00','2021-06-17 00:58:00','2021-06-17 01:43:00',1030,475,'order-completed'
588,175,'2021-06-17 02:04:00','2021-06-17 02:18:00','2021-06-17 03:09:00',140,1176,'order-completed'
589,932,'2021-06-17 02:22:00','2021-06-17 02:37:00','2021-06-17 03:32:00',259,1533,'order-completed'
590,645,'2021-06-17 02:38:00','2021-06-17 02:52:00','2021-06-17 03:42:00',1199,67,'order-completed'
591,777,'2021-06-17 03:58:00','2021-06-17 04:10:00','2021-06-17 05:03:00',817,396,'order-completed'
592,907,'2021-06-17 04:16:00','2021-06-17 04:30:00','2021-06-17 05:27:00',58,586,'order-completed'
593,74,'2021-06-17 04:31:00','2021-06-17 04:41:00','2021-06-17 05:31:00',610,590,'order-completed'
594,218,'2021-06-17 05:51:00','2021-06-17 06:01:00','2021-06-17 06:48:00',978,131,'order-completed'
595,127,'2021-06-17 06:06:00','2021-06-17 06:17:00','2021-06-17 07:17:00',824,322,'order-completed'
596,555,'2021-06-17 06:22:00','2021-06-17 06:33:00','2021-06-17 07:23:00',589,43,'order-completed'
597,145,'2021-06-17 07:42:00','2021-06-17 07:54:00','2021-06-17 08:47:00',629,600,'order-completed'
598,651,'2021-06-17 07:57:00','2021-06-17 08:11:00','2021-06-17 09:04:00',740,426,'order-completed'
599,282,'2021-06-17 08:13:00','2021-06-17 08:23:00','2021-06-17 09:16:00',287,484,'order-completed'
600,644,'2021-06-17 09:33:00','2021-06-17 09:48:00','2021-06-17 10:39:00',168,1596,'order-completed'
601,995,'2021-06-17 09:50:00','2021-06-17 10:03:00','2021-06-17 10:57:00',1005,387,'order-completed'
602,975,'2021-06-17 10:08:00','2021-06-17 10:23:00','2021-06-17 11:21:00',602,988,'order-completed'
603,110,'2021-06-17 11:28:00','2021-06-17 11:41:00','2021-06-17 12:28:00',190,538,'order-completed'
604,219,'2021-06-17 11:44:00','2021-06-17 11:54:00','2021-06-17 12:42:00',787,196,'order-completed'
605,117,'2021-06-17 11:59:00','2021-06-17 12:12:00','2021-06-17 12:57:00',91,586,'order-completed'
606,778,'2021-06-17 13:19:00','2021-06-17 13:31:00','2021-06-17 14:28:00',640,675,'order-completed'
607,957,'2021-06-17 13:35:00','2021-06-17 13:49:00','2021-06-17 14:45:00',582,150,'order-completed'
608,991,'2021-06-17 13:55:00','2021-06-17 14:06:00','2021-06-17 14:57:00',527,0,'order-completed'
609,47,'2021-06-17 15:15:00','2021-06-17 15:26:00','2021-06-17 16:26:00',720,413,'order-completed'
610,433,'2021-06-17 15:34:00','2021-06-17 15:45:00','2021-06-17 16:33:00',330,986,'order-completed'
611,620,'2021-06-17 15:51:00','2021-06-17 16:04:00','2021-06-17 16:59:00',1076,177,'order-completed'
612,731,'2021-06-17 17:11:00','2021-06-17 17:25:00','2021-06-17 18:11:00',102,272,'order-completed'
613,339,'2021-06-17 17:29:00','2021-06-17 17:41:00','2021-06-17 18:35:00',1060,821,'order-completed'
614,352,'2021-06-17 17:46:00','2021-06-17 18:01:00','2021-06-17 19:00:00',367,171,'order-completed'
615,601,'2021-06-17 19:06:00','2021-06-17 19:21:00','2021-06-17 20:13:00',404,282,'order-completed'
616,25,'2021-06-17 19:26:00','2021-06-17 19:37:00','2021-06-17 20:36:00',634,724,'order-completed'
617,707,'2021-06-17 19:46:00','2021-06-17 19:56:00','2021-06-17 20:42:00',360,973,'order-completed'
618,281,'2021-06-17 21:06:00','2021-06-17 21:20:00','2021-06-17 22:16:00',1046,278,'order-completed'
619,767,'2021-06-17 21:22:00','2021-06-17 21:37:00','2021-06-17 22:25:00',177,218,'order-completed'
620,155,'2021-06-17 21:40:00','2021-06-17 21:54:00','2021-06-17 22:52:00',753,300,'order-completed'
621,353,'2021-06-17 23:00:00','2021-06-17 23:10:00','2021-06-18 00:10:00',1109,189,'order-completed'
622,485,'2021-06-17 23:19:00','2021-06-17 23:29:00','2021-06-18 00:19:00',237,390,'order-completed'
623,190,'2021-06-17 23:39:00','2021-06-17 23:54:00','2021-06-18 00:52:00',903,596,'order-completed'
624,290,'2021-06-18 00:59:00','2021-06-18 01:12:00','2021-06-18 02:05:00',1197,294,'order-completed'
625,381,'2021-06-18 01:19:00','2021-06-18 01:33:00','2021-06-18 02:24:00',885,60,'order-completed'
626,867,'2021-06-18 01:37:00','2021-06-18 01:51:00','2021-06-18 02:38:00',257,683,'order-completed'
627,867,'2021-06-18 02:57:00','2021-06-18 03:12:00','2021-06-18 03:57:00',531,409,'order-completed'
628,788,'2021-06-18 03:14:00','2021-06-18 03:24:00','2021-06-18 04:18:00',710,449,'order-completed'
629,556,'2021-06-18 03:31:00','2021-06-18 03:44:00','2021-06-18 04:43:00',1072,228,'order-completed'
630,561,'2021-06-18 04:51:00','2021-06-18 05:02:00','2021-06-18 05:53:00',1287,750,'order-completed'
631,705,'2021-06-18 05:11:00','2021-06-18 05:24:00','2021-06-18 06:15:00',714,74,'order-completed'
632,709,'2021-06-18 05:28:00','2021-06-18 05:41:00','2021-06-18 06:38:00',194,660,'order-completed'
633,214,'2021-06-18 06:48:00','2021-06-18 06:59:00','2021-06-18 07:54:00',25,937,'order-completed'
634,540,'2021-06-18 07:06:00','2021-06-18 07:18:00','2021-06-18 08:08:00',325,1034,'order-completed'
635,735,'2021-06-18 07:24:00','2021-06-18 07:35:00','2021-06-18 08:21:00',328,309,'order-completed'
636,662,'2021-06-18 08:44:00','2021-06-18 08:55:00','2021-06-18 09:49:00',1087,399,'order-completed'
637,277,'2021-06-18 09:04:00','2021-06-18 09:15:00','2021-06-18 10:10:00',904,187,'order-completed'
638,751,'2021-06-18 09:21:00','2021-06-18 09:36:00','2021-06-18 10:25:00',1151,118,'order-completed'
639,885,'2021-06-18 10:41:00','2021-06-18 10:53:00','2021-06-18 11:44:00',320,243,'order-completed'
640,602,'2021-06-18 10:58:00','2021-06-18 11:12:00','2021-06-18 12:03:00',15,1185,'order-completed'
641,658,'2021-06-18 11:17:00','2021-06-18 11:29:00','2021-06-18 12:20:00',107,1402,'order-completed'
642,502,'2021-06-18 12:37:00','2021-06-18 12:49:00','2021-06-18 13:46:00',49,726,'order-completed'
643,819,'2021-06-18 12:54:00','2021-06-18 13:05:00','2021-06-18 14:05:00',277,705,'order-completed'
644,602,'2021-06-18 13:12:00','2021-06-18 13:23:00','2021-06-18 14:14:00',883,253,'order-completed'
645,643,'2021-06-18 14:32:00','2021-06-18 14:45:00','2021-06-18 15:30:00',693,249,'order-completed'
646,137,'2021-06-18 14:47:00','2021-06-18 15:02:00','2021-06-18 15:53:00',645,145,'order-completed'
647,652,'2021-06-18 15:03:00','2021-06-18 15:17:00','2021-06-18 16:11:00',197,1549,'order-completed'
648,133,'2021-06-18 16:23:00','2021-06-18 16:34:00','2021-06-18 17:31:00',573,162,'order-completed'
649,390,'2021-06-18 16:40:00','2021-06-18 16:54:00','2021-06-18 17:45:00',214,868,'order-completed'
650,698,'2021-06-18 17:00:00','2021-06-18 17:13:00','2021-06-18 18:13:00',350,1015,'order-completed'
651,800,'2021-06-18 18:20:00','2021-06-18 18:35:00','2021-06-18 19:26:00',47,908,'order-completed'
652,307,'2021-06-18 18:40:00','2021-06-18 18:50:00','2021-06-18 19:35:00',1130,144,'order-completed'
653,906,'2021-06-18 19:00:00','2021-06-18 19:12:00','2021-06-18 19:57:00',233,149,'order-completed'
654,61,'2021-06-18 20:20:00','2021-06-18 20:32:00','2021-06-18 21:27:00',786,367,'order-completed'
655,874,'2021-06-18 20:40:00','2021-06-18 20:55:00','2021-06-18 21:47:00',191,389,'order-completed'
656,619,'2021-06-18 20:58:00','2021-06-18 21:12:00','2021-06-18 22:11:00',1469,172,'order-completed'
657,392,'2021-06-18 22:18:00','2021-06-18 22:31:00','2021-06-18 23:28:00',205,1568,'order-completed'
658,932,'2021-06-18 22:33:00','2021-06-18 22:47:00','2021-06-18 23:35:00',1218,358,'order-completed'
659,399,'2021-06-18 22:53:00','2021-06-18 23:03:00','2021-06-18 23:55:00',139,619,'order-completed'
660,626,'2021-06-19 00:13:00','2021-06-19 00:26:00','2021-06-19 01:18:00',1256,74,'order-completed'
661,824,'2021-06-19 00:30:00','2021-06-19 00:43:00','2021-06-19 01:42:00',134,802,'order-completed'
662,104,'2021-06-19 00:46:00','2021-06-19 01:01:00','2021-06-19 01:58:00',1154,465,'order-completed'
663,284,'2021-06-19 02:06:00','2021-06-19 02:19:00','2021-06-19 03:04:00',1088,79,'order-completed'
664,298,'2021-06-19 02:26:00','2021-06-19 02:41:00','2021-06-19 03:30:00',63,452,'order-completed'
665,921,'2021-06-19 02:43:00','2021-06-19 02:56:00','2021-06-19 03:50:00',1089,285,'order-completed'
666,565,'2021-06-19 04:03:00','2021-06-19 04:15:00','2021-06-19 05:00:00',391,911,'order-completed'
667,520,'2021-06-19 04:21:00','2021-06-19 04:34:00','2021-06-19 05:34:00',97,359,'order-completed'
668,516,'2021-06-19 04:39:00','2021-06-19 04:50:00','2021-06-19 05:35:00',322,151,'order-completed'
669,779,'2021-06-19 05:59:00','2021-06-19 06:14:00','2021-06-19 07:01:00',797,98,'order-completed'
670,334,'2021-06-19 06:16:00','2021-06-19 06:26:00','2021-06-19 07:16:00',533,785,'order-completed'
671,945,'2021-06-19 06:34:00','2021-06-19 06:49:00','2021-06-19 07:45:00',729,127,'order-completed'
672,552,'2021-06-19 07:54:00','2021-06-19 08:05:00','2021-06-19 09:05:00',13,1048,'order-completed'
673,10,'2021-06-19 08:14:00','2021-06-19 08:29:00','2021-06-19 09:26:00',105,411,'order-completed'
674,787,'2021-06-19 08:31:00','2021-06-19 08:43:00','2021-06-19 09:37:00',714,958,'order-completed'
675,753,'2021-06-19 09:51:00','2021-06-19 10:05:00','2021-06-19 10:55:00',189,1434,'order-completed'
676,956,'2021-06-19 10:08:00','2021-06-19 10:20:00','2021-06-19 11:18:00',735,731,'order-completed'
677,183,'2021-06-19 10:25:00','2021-06-19 10:37:00','2021-06-19 11:27:00',1387,54,'order-completed'
678,427,'2021-06-19 11:45:00','2021-06-19 11:59:00','2021-06-19 12:59:00',369,991,'order-completed'
679,150,'2021-06-19 12:03:00','2021-06-19 12:15:00','2021-06-19 13:09:00',435,264,'order-completed'
680,719,'2021-06-19 12:22:00','2021-06-19 12:32:00','2021-06-19 13:22:00',53,516,'order-completed'
681,520,'2021-06-19 13:42:00','2021-06-19 13:56:00','2021-06-19 14:41:00',1373,673,'order-completed'
682,660,'2021-06-19 14:00:00','2021-06-19 14:13:00','2021-06-19 15:12:00',127,1040,'order-completed'
683,917,'2021-06-19 14:16:00','2021-06-19 14:27:00','2021-06-19 15:21:00',551,86,'order-completed'
684,73,'2021-06-19 15:36:00','2021-06-19 15:51:00','2021-06-19 16:46:00',522,653,'order-completed'
685,681,'2021-06-19 15:55:00','2021-06-19 16:10:00','2021-06-19 16:59:00',565,431,'order-completed'
686,792,'2021-06-19 16:14:00','2021-06-19 16:27:00','2021-06-19 17:24:00',119,638,'order-completed'
687,106,'2021-06-19 17:34:00','2021-06-19 17:47:00','2021-06-19 18:42:00',963,112,'order-completed'
688,533,'2021-06-19 17:51:00','2021-06-19 18:04:00','2021-06-19 19:03:00',1097,0,'order-completed'
689,343,'2021-06-19 18:10:00','2021-06-19 18:23:00','2021-06-19 19:11:00',1065,393,'order-completed'
690,3,'2021-06-19 19:30:00','2021-06-19 19:43:00','2021-06-19 20:39:00',75,960,'order-completed'
691,75,'2021-06-19 19:50:00','2021-06-19 20:04:00','2021-06-19 21:02:00',729,352,'order-completed'
692,462,'2021-06-19 20:09:00','2021-06-19 20:22:00','2021-06-19 21:19:00',783,141,'order-completed'
693,245,'2021-06-19 21:29:00','2021-06-19 21:41:00','2021-06-19 22:35:00',217,281,'order-completed'
694,880,'2021-06-19 21:46:00','2021-06-19 21:59:00','2021-06-19 22:54:00',178,665,'order-completed'
695,483,'2021-06-19 22:03:00','2021-06-19 22:15:00','2021-06-19 23:09:00',318,1407,'order-completed'
696,313,'2021-06-19 23:23:00','2021-06-19 23:34:00','2021-06-20 00:27:00',1390,223,'order-completed'
697,860,'2021-06-19 23:41:00','2021-06-19 23:55:00','2021-06-20 00:45:00',751,716,'order-completed'
698,388,'2021-06-19 23:56:00','2021-06-20 00:10:00','2021-06-20 01:07:00',407,992,'order-completed'
699,993,'2021-06-20 01:16:00','2021-06-20 01:29:00','2021-06-20 02:14:00',1353,792,'order-completed'
700,800,'2021-06-20 01:34:00','2021-06-20 01:47:00','2021-06-20 02:36:00',526,391,'order-completed'
701,133,'2021-06-20 01:50:00','2021-06-20 02:05:00','2021-06-20 03:02:00',682,462,'order-completed'
702,103,'2021-06-20 03:10:00','2021-06-20 03:23:00','2021-06-20 04:09:00',273,1163,'order-completed'
703,806,'2021-06-20 03:30:00','2021-06-20 03:40:00','2021-06-20 04:36:00',223,596,'order-completed'
704,491,'2021-06-20 03:49:00','2021-06-20 03:59:00','2021-06-20 04:52:00',738,375,'order-completed'
705,88,'2021-06-20 05:09:00','2021-06-20 05:21:00','2021-06-20 06:15:00',355,760,'order-completed'
706,478,'2021-06-20 05:28:00','2021-06-20 05:42:00','2021-06-20 06:34:00',410,295,'order-completed'
707,644,'2021-06-20 05:46:00','2021-06-20 06:00:00','2021-06-20 06:51:00',902,781,'order-completed'
708,192,'2021-06-20 07:06:00','2021-06-20 07:19:00','2021-06-20 08:19:00',557,861,'order-completed'
709,108,'2021-06-20 07:24:00','2021-06-20 07:35:00','2021-06-20 08:33:00',1006,384,'order-completed'
710,898,'2021-06-20 07:42:00','2021-06-20 07:54:00','2021-06-20 08:43:00',399,462,'order-completed'
711,252,'2021-06-20 09:02:00','2021-06-20 09:16:00','2021-06-20 10:06:00',1161,80,'order-completed'
712,831,'2021-06-20 09:20:00','2021-06-20 09:32:00','2021-06-20 10:19:00',288,304,'order-completed'
713,29,'2021-06-20 09:37:00','2021-06-20 09:49:00','2021-06-20 10:37:00',72,574,'order-completed'
714,69,'2021-06-20 10:57:00','2021-06-20 11:11:00','2021-06-20 12:10:00',53,530,'order-completed'
715,13,'2021-06-20 11:17:00','2021-06-20 11:27:00','2021-06-20 12:25:00',660,987,'order-completed'
716,678,'2021-06-20 11:37:00','2021-06-20 11:52:00','2021-06-20 12:41:00',815,445,'order-completed'
717,971,'2021-06-20 12:57:00','2021-06-20 13:11:00','2021-06-20 14:11:00',377,738,'order-completed'
718,177,'2021-06-20 13:13:00','2021-06-20 13:24:00','2021-06-20 14:22:00',703,52,'order-completed'
719,555,'2021-06-20 13:29:00','2021-06-20 13:44:00','2021-06-20 14:36:00',316,884,'order-completed'
720,166,'2021-06-20 14:49:00','2021-06-20 15:00:00','2021-06-20 15:57:00',1050,104,'order-completed'
721,52,'2021-06-20 15:09:00','2021-06-20 15:24:00','2021-06-20 16:24:00',102,774,'order-completed'
722,497,'2021-06-20 15:29:00','2021-06-20 15:39:00','2021-06-20 16:32:00',1025,91,'order-completed'
723,25,'2021-06-20 16:49:00','2021-06-20 16:59:00','2021-06-20 17:44:00',492,820,'order-completed'
724,894,'2021-06-20 17:06:00','2021-06-20 17:18:00','2021-06-20 18:13:00',700,141,'order-completed'
725,657,'2021-06-20 17:24:00','2021-06-20 17:39:00','2021-06-20 18:30:00',555,222,'order-completed'
726,758,'2021-06-20 18:44:00','2021-06-20 18:55:00','2021-06-20 19:45:00',333,261,'order-completed'
727,722,'2021-06-20 19:02:00','2021-06-20 19:12:00','2021-06-20 20:09:00',678,380,'order-completed'
728,937,'2021-06-20 19:20:00','2021-06-20 19:33:00','2021-06-20 20:30:00',880,306,'order-completed'
729,491,'2021-06-20 20:40:00','2021-06-20 20:51:00','2021-06-20 21:43:00',170,336,'order-completed'
730,159,'2021-06-20 20:56:00','2021-06-20 21:07:00','2021-06-20 21:55:00',719,797,'order-completed'
731,119,'2021-06-20 21:14:00','2021-06-20 21:25:00','2021-06-20 22:22:00',620,500,'order-completed'
732,375,'2021-06-20 22:34:00','2021-06-20 22:47:00','2021-06-20 23:45:00',62,476,'order-completed'
733,727,'2021-06-20 22:49:00','2021-06-20 23:04:00','2021-06-20 23:55:00',139,848,'order-completed'
734,874,'2021-06-20 23:06:00','2021-06-20 23:16:00','2021-06-21 00:07:00',386,664,'order-completed'
735,170,'2021-06-21 00:26:00','2021-06-21 00:41:00','2021-06-21 01:35:00',200,1519,'order-completed'
736,0,'2021-06-21 00:42:00','2021-06-21 00:57:00','2021-06-21 01:49:00',248,600,'order-completed'
737,6,'2021-06-21 01:02:00','2021-06-21 01:16:00','2021-06-21 02:16:00',221,1358,'order-completed'
738,984,'2021-06-21 02:22:00','2021-06-21 02:33:00','2021-06-21 03:18:00',1002,870,'order-completed'
739,384,'2021-06-21 02:39:00','2021-06-21 02:51:00','2021-06-21 03:48:00',150,719,'order-completed'
740,756,'2021-06-21 02:55:00','2021-06-21 03:06:00','2021-06-21 03:57:00',783,233,'order-completed'
741,242,'2021-06-21 04:15:00','2021-06-21 04:29:00','2021-06-21 05:19:00',824,123,'order-completed'
742,758,'2021-06-21 04:31:00','2021-06-21 04:43:00','2021-06-21 05:32:00',352,47,'order-completed'
743,910,'2021-06-21 04:48:00','2021-06-21 05:00:00','2021-06-21 05:58:00',884,118,'order-completed'
744,802,'2021-06-21 06:08:00','2021-06-21 06:20:00','2021-06-21 07:19:00',485,1063,'order-completed'
745,449,'2021-06-21 06:24:00','2021-06-21 06:36:00','2021-06-21 07:32:00',469,345,'order-completed'
746,951,'2021-06-21 06:42:00','2021-06-21 06:53:00','2021-06-21 07:40:00',346,156,'order-completed'
747,576,'2021-06-21 08:02:00','2021-06-21 08:17:00','2021-06-21 09:16:00',566,14,'order-completed'
748,188,'2021-06-21 08:22:00','2021-06-21 08:34:00','2021-06-21 09:29:00',262,967,'order-completed'
749,111,'2021-06-21 08:39:00','2021-06-21 08:50:00','2021-06-21 09:42:00',508,590,'order-completed'
750,886,'2021-06-21 09:59:00','2021-06-21 10:11:00','2021-06-21 11:02:00',191,570,'order-completed'
751,754,'2021-06-21 10:14:00','2021-06-21 10:26:00','2021-06-21 11:13:00',113,756,'order-completed'
752,288,'2021-06-21 10:31:00','2021-06-21 10:43:00','2021-06-21 11:29:00',199,765,'order-completed'
753,318,'2021-06-21 11:51:00','2021-06-21 12:04:00','2021-06-21 13:01:00',494,789,'order-completed'
754,266,'2021-06-21 12:10:00','2021-06-21 12:22:00','2021-06-21 13:21:00',20,652,'order-completed'
